species,id,biomass,biomass_dry,tl,C,N,P,location,source,Species,Family,max_size
Sufflamen_bursa,1581,87.8,22.25,13.1,29.973,7.177,7.1081497508,Moorea,Deron_Burkepile,Sufflamen bursa,Balistidae,25
Sufflamen_bursa,1582,134.9,33.02,14.9,31.4369911,6.9861611548,6.1260093504,Moorea,Deron_Burkepile,Sufflamen bursa,Balistidae,25
Bothus_mancus,777,133.2,27.79,18.4,37.3051316,12.0929880811,4.0960509108,Moorea,Deron_Burkepile,Bothus mancus,Bothidae,45
Chaetodon_citrinellus,296,23.7,5.95,8.7,32.0044937811,8.89234074,5.7551110013,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,297,23.7,4.87,8.3,34.2862717784,7.2489947149,5.7881532145,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,338,1.7,0.29,3.4,28.844,7.515,5.3059521781,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,357,26.4,8.52,8.7,37.3614231386,9.0997539072,4.3303883981,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,625,19,5.6,8,30.25,8.428,5.645376509,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,626,35.5,7.97,8.1,36.743,8.999,6.51974264,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,627,25.6,7.41,8.5,33.274096,10.0415971,6.8566114043,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,628,21.6,8.04,7.9,33.2346864,8.5295563,5.805795119,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,823,20.6,6.27,7.8,35.4929036,9.4103230032,5.7669487903,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,825,24.2,7.14,8.4,34.8263084454,9.3794440813,4.8694956129,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,844,30.9,9.9,9.1,35.0775609975,8.8642125614,5.0614768313,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,850,30.1,9.9,8.9,38.1627945357,9.2740028813,4.1978506156,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,946,30,9.56,8.5,36.958,8.611,4.025763991,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,947,33.1,9.81,9,34.6739034707,9.0109643497,5.7053884644,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,949,28,8.6,8.4,33.699,9.099,4.8753127247,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,950,14.7,4.09,6.7,30.434,9.235,5.6920130019,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,951,13.1,3.57,6.6,31.418,9.641,5.1524987408,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1008,18,5.7,7.6,37.373,9.208,5.1314451513,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1010,23.5,7.77,8.6,33.4682871,8.2583591,6.935523855,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1011,18.5,5.67,7.7,34.25,9.5,5.0695773809,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1012,19.6,6.78,7.9,37.347094,8.1107652193,4.2324280119,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1014,17.4,5.11,7.5,28.5807218,8.3102185,5.1208983157,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1375,26.9,8.51,8.7,35.217711,9.0873372,4.6737002925,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1377,27.6,8.5,8.8,36.8392882628,9.778,5.185999054,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1401,28.5,9.06,8.7,32.8036384,7.2920526331,5.7061112958,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1443,22.9,5.9,7.8,29.0009829,7.8162746899,6.0599548127,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1481,16.9,5.55,7.4,31.998232653,8.765,4.5926651575,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1482,10.4,2.91,6.5,32.583,10.017,4.8354104193,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1483,19.4,6.48,7.7,33.6827380944,8.7587555758,6.0371097634,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_citrinellus,1591,21.7,4.41,8.5,38.371,11.382,2.983351155,Moorea,Deron_Burkepile,Chaetodon citrinellus,Chaetodontidae,13
Chaetodon_lunula,13,87.7,23.87,12.3,37.9895878,9.095407383,5.5988031091,Moorea,Deron_Burkepile,Chaetodon lunula,Chaetodontidae,20
Chaetodon_lunula,961,137.8,47.11,14.2,43.7584661,9.1471873875,5.779532118,Moorea,Deron_Burkepile,Chaetodon lunula,Chaetodontidae,20
Chaetodon_lunula,992,41.3,12.05,9.6,33.5401585,9.1094229024,6.288221867,Moorea,Deron_Burkepile,Chaetodon lunula,Chaetodontidae,20
Chaetodon_lunula,1002,116.2,40.63,13.4,33.356495,8.0865924,3.11633635,Moorea,Deron_Burkepile,Chaetodon lunula,Chaetodontidae,20
Chaetodon_lunula,1003,70.6,21.57,11.1,40.1767924,9.550396155,4.99585463,Moorea,Deron_Burkepile,Chaetodon lunula,Chaetodontidae,20
Chaetodon_lunula,1004,143.8,47.25,14.1,39.3311221447,9.366309353,4.4566854547,Moorea,Deron_Burkepile,Chaetodon lunula,Chaetodontidae,20
Chaetodon_lunulatus,219,42.9,11.01,10.3,32.7449595,9.0391061187,5.7726506667,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,293,47.2,11.77,10.4,38.444,9.625,5.2422615984,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,294,49,13.72,10.6,36.71661,8.1152759295,5.0641417404,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,767,36.4,9.95,9.65,33.755273,10.5750043649,7.6061773814,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,768,36.6,9.9,9.7,35.8514382,8.8343271722,5.3477029508,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1322,42,12.07,9.8,37.5500050057,9.1707948381,4.8416650775,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1323,40.7,11.43,10.4,35.7415616313,10.2726803179,6.9048711821,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1324,40.6,11.44,10,34.2189279,8.9230185371,6.068342498,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1326,37.7,11.27,9.4,36.0453339934,8.6976872527,4.7111179037,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1370,40.8,11.43,9.8,36.5141445097,10.248,3.7102905091,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1372,38.1,10.6,9.5,34.9071241,9.2275202,5.4949682233,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1373,45.1,11.6,10.4,34.4787481,9.8924548,4.6448390677,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1402,47.7,12.72,9.7,33.175542314,7.3372787453,6.2951299338,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1484,36.2,10.62,9.7,36.7777094507,10.7034110263,5.1608160995,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,1493,32.3,8.31,9.7,34.1274679,10.1161434146,5.9234828288,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_lunulatus,361_17,44.1,12.95,9.9,38.9381700673,9.44,3.9979733372,Moorea,Deron_Burkepile,Chaetodon lunulatus,Chaetodontidae,14
Chaetodon_ornatissimus,63,78.7,24.65,11.3,38.2162645736,8.086479206,4.819063528,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,827,107.1,36.3,12.3,40.1857105,9.5162019146,4.0174627604,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,932,106.6,32.31,12.5,42.9154265,10.0709784021,4.3385296209,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,933,137,41.11,13,33.9322961,8.8401644685,5.8925841144,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,994,48.5,14.79,9,40.5148554,9.1471603,6.804460084,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,995,46.9,15.22,9.1,41.8231077416,9.6213496416,3.2089118655,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,1234,67.3,23.16,10.2,39.9187891,7.6537660377,5.5275472245,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,1374,88.8,24.96,15.4,39.6301011,8.9796075,6.6233054188,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,447_17,70.2,22.82,1.9,37.8803826204,7.68,4.9869246685,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_ornatissimus,486_17,114.6,35.42,13.5,35.7823774057,8.43,4.4362001789,Moorea,Deron_Burkepile,Chaetodon ornatissimus,Chaetodontidae,20
Chaetodon_quadrimaculatus,60,33.8,9.36,9.3,37.4770849129,10.2242313658,5.1146472657,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_quadrimaculatus,61,32.1,10.03,9.1,34.6138138703,8.9925111419,4.1857848347,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_quadrimaculatus,62,17.6,3.96,7.8,38.2447019424,9.9520502638,5.3103853846,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_quadrimaculatus,64,42.1,13.85,9.3,44.3614661035,8.262137386,3.3561857698,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_quadrimaculatus,107,38.3,11.52,9.3,34.8205732768,8.4090642012,5.0762341037,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_quadrimaculatus,108,36.5,9.21,9.8,37.7524298,9.4251326345,5.7162192366,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_quadrimaculatus,112,39.7,11.49,9.9,37.9454785,9.9559205942,5.2105625718,Moorea,Deron_Burkepile,Chaetodon quadrimaculatus,Chaetodontidae,16
Chaetodon_reticulatus,66,64.4,17.23,11.5,36.6664643,10.0189460024,5.2100546399,Moorea,Deron_Burkepile,Chaetodon reticulatus,Chaetodontidae,18
Chaetodon_reticulatus,361,79,20.58,12,30.6918001981,9.6804915218,5.8348512447,Moorea,Deron_Burkepile,Chaetodon reticulatus,Chaetodontidae,18
Chaetodon_reticulatus,389,68.7,22.43,10.9,35.7239118925,9.0684110209,5.1192981503,Moorea,Deron_Burkepile,Chaetodon reticulatus,Chaetodontidae,18
Chaetodon_reticulatus,819,74.8,23.42,11,37.4019260469,8.7115141475,5.2773042524,Moorea,Deron_Burkepile,Chaetodon reticulatus,Chaetodontidae,18
Chaetodon_reticulatus,274_17,38.4,11.41,9,36.4790695634,8.74,3.7367553761,Moorea,Deron_Burkepile,Chaetodon reticulatus,Chaetodontidae,18
Chaetodon_vagabundus,828,74.6,25.7,12.4,40.0836195,9.0873997137,4.5245051508,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Chaetodon_vagabundus,929,89.9,21.97,12,35.3976655,10.6510760061,5.0240963855,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Chaetodon_vagabundus,930,82.3,22.13,11.8,36.0646587,9.808682464,5.8001095144,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Chaetodon_vagabundus,999,54.1,17.91,10.4,37.4579704156,8.917,5.2683806021,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Chaetodon_vagabundus,1327,74.7,21.73,11.7,36.0524751205,10.133196955,5.5174194668,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Chaetodon_vagabundus,1376,44.6,13.82,9.9,40.0066008,9.2192877,3.8607531009,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Chaetodon_vagabundus,264_17,31.8,9.36,9.1,38.08,9.7896909453,3.9253211886,Moorea,Deron_Burkepile,Chaetodon vagabundus,Chaetodontidae,23
Forcipiger_flavissimus,996,33.9,11.45,12,33.773333899,8.2970322602,5.6438359296,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,998,34.7,12.19,12.1,39.0447379,8.3322182,5.8129518358,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,1235,35.7,11.76,12.1,37.8894400716,10.1316207091,3.5889942598,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,1236,33.9,9.29,12.4,31.422592465,9.680239688,5.9328612152,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,1367,48.8,16.29,13.3,39.8150652,8.8109835736,4.1569283771,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,1490,27.7,9.01,11.8,36.327954628,9.7929871109,5.1472661155,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,1492,32.4,9.37,13.2,29.2678057082,6.366722898,6.2050872766,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,1589,32.3,8.85,12.1,33.9111187413,9.706991107,6.2458457403,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,262_17,38,12.63,12.8,37.8783199281,8.97,4.9478014695,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,321_17,37.1,12.92,13.5,36.8944679399,8.24,5.2697573899,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,437_17,34.2,11.32,12.1,34.03,8.4468141058,5.9139121411,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Forcipiger_flavissimus,438_17,39.5,12.71,12.7,35.27,8.3707107775,4.8396460532,Moorea,Deron_Burkepile,Forcipiger flavissimus,Chaetodontidae,22
Heniochus_chrysostomus,217,47.9,13.31,10.3,42.008282,8.6623158992,4.8043767816,Moorea,Deron_Burkepile,Heniochus chrysostomus,Chaetodontidae,18
Heniochus_chrysostomus,218,52.7,12.65,10.6,40.5699081806,9.1568091889,5.4011878866,Moorea,Deron_Burkepile,Heniochus chrysostomus,Chaetodontidae,18
Heniochus_chrysostomus,1328,47.1,13.14,9.9,29.9949612891,7.2526673472,6.2461494417,Moorea,Deron_Burkepile,Heniochus chrysostomus,Chaetodontidae,18
Heniochus_chrysostomus,1329,45.7,13.37,9.6,34.176427206,8.6704904141,6.4074842467,Moorea,Deron_Burkepile,Heniochus chrysostomus,Chaetodontidae,18
Paracirrhites_arcatus,370_17,5.1,1.43,5.6,31.9815239218,8.91,4.9156025472,Moorea,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,371_17,4.7,1.36,5.3,32.4720468845,9.14,5.5043309253,Moorea,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10000,15,3.49,8.9,38.9346928332,9.4382377995,6.0542320394,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10001,20.5,4.74,10,33.6696383103,8.5534052872,4.2802125627,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10002,11.93,2.85,8.4,35.6469940972,7.7144848719,2.306391322,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10003,9.51,2.68,7.8,32.3229464149,8.1860561943,3.0004937988,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10004,9.3,2.17,6.3,33.9132351795,7.9982012407,6.1637625595,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10005,1.67,0.39,3.8,25.6781190213,7.1137462315,5.316040061,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10006,18.09,4.78,7.8,38.1864800508,9.862148646,5.2312964906,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10007,1.06,0.16,3.1,31.8707629658,8.2412504156,4.3983564035,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10008,9.74,2.64,6.6,35.0175244888,7.4775970054,5.0819720749,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10009,8,2.13,6,30.438101795,7.662495446,5.5036317761,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10010,19.8,5.1,7.9,33.5060619792,8.5088783357,3.9919368658,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10011,10.47,2.84,6.4,34.1739049237,7.891998068,5.3441311719,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10012,6.32,1.49,5.6,27.9469417484,7.4133635658,5.761613208,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10013,20.12,5.33,8.1,33.9306713769,9.0766047323,6.775925975,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10014,0.9,0.18,2.8,28.8343466095,8.5161819297,3.5127225421,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10015,10.32,2.59,6.6,31.7316743789,8.2188553987,4.7062019073,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10016,10.46,2.73,6.6,52.1477047553,11.9079174596,6.310808936,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10017,10.45,2.5,6.4,32.2567547799,7.4350882761,6.676830475,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10018,23.05,6.06,8.4,33.6214079875,8.895420206,5.736373166,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10019,9.44,2.67,6.1,36.0261876342,8.5914516431,4.3019505159,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10020,11.01,2.75,6.5,34.5645397897,8.0816543741,4.6082842222,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10021,9.79,2.36,6.4,30.929959338,7.6446802182,3.5615542686,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Paracirrhites_arcatus,SLI-2017-10022,9.66,2.26,6.3,32.4781814232,7.8300121514,5.7369386936,Palmyra,Deron_Burkepile,Paracirrhites arcatus,Cirrhitidae,20
Fistularia_commersonii,310_17,167.2,51.86,82,33.9460060591,9.190803,5.2608220753,Moorea,Deron_Burkepile,Fistularia commersonii,Fistulariidae,160
Fistularia_commersonii,350_17,375.6,113.53,79.1,37.5091881396,10.4490041,3.7862136327,Moorea,Deron_Burkepile,Fistularia commersonii,Fistulariidae,160
Fistularia_commersonii,398_17,127,39.26,57.7,35.1008377217,9.4748542,3.6138952318,Moorea,Deron_Burkepile,Fistularia commersonii,Fistulariidae,160
Fistularia_commersonii,Stoich 1_17,135.1,45.42,63.6,31.76,8.52,5.0296641882,Moorea,Deron_Burkepile,Fistularia commersonii,Fistulariidae,160
Dascyllus_flavicaudus,206,15.1,4.34,6.4,30.5479358759,8.6340144272,7.099023736,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Myripristis_amaena,111_17,10.7,3.46,6.8,36.46,10.3743831131,4.2516414196,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,115_17,85,7.23,0.26,39.61,8.989465051,4.1060995867,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,117_17,11.1,3.07,6.6,36.6979086258,9.3581931,4.0838842033,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,122_17,23.7,NA,8.8,36.59,9.5108063853,3.7309624428,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,123_17,85,6.28,2.19,36.91,9.743994881,4.1647341064,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,125_17,124.1,50.14,14.5,49.73,7.2457077346,2.7390872492,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,188_17,15,4.22,7.4,37.2855354066,9.15,4.8047114389,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_amaena,189_17,15.7,4.54,7.6,39.2458126327,9.6785483,3.6713636235,Moorea,Deron_Burkepile,Myripristis amaena,Holocentridae,26.5
Myripristis_berndti,1269,78.7,22.09,13.1,35.0396639,10.4556547,6.9250831569,Moorea,Deron_Burkepile,Myripristis berndti,Holocentridae,30
Myripristis_kuntee,540,79.1,24.72,13.3,39.3200353875,10.0876916278,4.9651405519,Moorea,Deron_Burkepile,Myripristis kuntee,Holocentridae,26
Myripristis_kuntee,541,92,30.54,13.5,40.5422818,9.8110690992,5.3209188598,Moorea,Deron_Burkepile,Myripristis kuntee,Holocentridae,26
Myripristis_kuntee,542,76,24.63,12.8,37.8245404,9.691657812,4.9222346938,Moorea,Deron_Burkepile,Myripristis kuntee,Holocentridae,26
Myripristis_kuntee,1270,80.5,25.59,12.7,36.5831039,9.0364931,4.5451811173,Moorea,Deron_Burkepile,Myripristis kuntee,Holocentridae,26
Neoniphon_argenteus,624,126.1,33.4,16.6,40.1511372576,10.9422211957,3.6511341635,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,679,0.7,0.22,3.1,34.7861403499,10.039,5.2392197975,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,694,0.7,0.22,2.8,33.3094122703,9.9447155494,3.9096253928,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,696,0.8,0.21,2.6,34.6686903,10.2186551,4.8594601414,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,697,0.7,0.23,2.7,33.2457558,9.7680684,4.4566961056,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,707,0.6,0.21,2.6,34.2884205,9.9846926,4.9455941541,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,710,2.8,0.73,4.8,32.9072623,9.8842944,4.6575262342,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,722,0.8,0.21,3,33.4304115,9.9582776,4.0685506915,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_argenteus,20_17,5.5,1.75,5.9,34.2939316252,10.36,5.3487776307,Moorea,Deron_Burkepile,Neoniphon argenteus,Holocentridae,24
Neoniphon_sammara,193,1.3,0.39,4,37.335559,10.9136380037,4.8777198346,Moorea,Deron_Burkepile,Neoniphon sammara,Holocentridae,32
Neoniphon_sammara,202,1.1,0.28,3.8,38.9836352,10.4159699096,3.903413475,Moorea,Deron_Burkepile,Neoniphon sammara,Holocentridae,32
Neoniphon_sammara,690,1.7,0.44,4,32.208082,9.8153438,3.7700884411,Moorea,Deron_Burkepile,Neoniphon sammara,Holocentridae,32
Neoniphon_sammara,699,1.7,0.44,3.9,33.5365270316,10.4405431069,4.8743134118,Moorea,Deron_Burkepile,Neoniphon sammara,Holocentridae,32
Neoniphon_sammara,723,1.7,0.42,4.1,33.0697817,10.0606573705,5.4542535674,Moorea,Deron_Burkepile,Neoniphon sammara,Holocentridae,32
Neoniphon_sammara,893,1.4,0.33,3.8,34.2591602,10.6594329938,4.6375659464,Moorea,Deron_Burkepile,Neoniphon sammara,Holocentridae,32
